original_filename,src_ratio,src_format,com_ratio,com_format,metric,score
anders-wideskott-57598-unsplash-cropped,30,jp2,80,bpg,PSNR,25.39869120789309
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jp2,PSNR,24.524024232659343
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jp2,VIFP,0.8948501614486167
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jpg,PSNR,20.191642459358057
anders-wideskott-57598-unsplash-cropped,30,jp2,80,bpg,UQI,0.9650136782344996
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jpg,VIFP,0.8543641683322712
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jp2,UQI,0.9575250406683556
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jxr,PSNR,21.931673562166583
anders-wideskott-57598-unsplash-cropped,30,jp2,80,bpg,SSIM,0.8181469464777802
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jp2,SSIM,0.7815603008255745
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jpg,UQI,0.9255817752010569
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jxr,UQI,0.9405314009176591
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jpg,SSIM,0.6319845265051413
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jxr,SSIM,0.6610994724685456
anders-wideskott-57598-unsplash-cropped,30,jp2,80,bpg,SCC,0.29266911544519214
anders-wideskott-57598-unsplash-cropped,30,jp2,80,bpg,SAM,0.08843518729593226
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jp2,SCC,0.4121341527753605
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jp2,SAM,0.09827434675744058
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jpg,SCC,0.12916008972038037
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jpg,SAM,0.16164485554306926
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jxr,SCC,0.13123085491793066
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jxr,SAM,0.13294966024664667
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jp2,VIFP,0.8843020988967599
anders-wideskott-57598-unsplash-cropped,30,jpg,20,bpg,PSNR,25.819216556181285
anders-wideskott-57598-unsplash-cropped,30,jpg,20,bpg,UQI,0.9703275268133917
anders-wideskott-57598-unsplash-cropped,30,jp2,80,bpg,VIFP,0.8780808124281118
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jp2,PSNR,25.08356166698836
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jpg,VIFP,0.8205723505592621
anders-wideskott-57598-unsplash-cropped,30,jpg,20,bpg,SSIM,0.8552468475123717
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jpg,PSNR,25.617147383915917
anders-wideskott-57598-unsplash-cropped,30,jp2,80,jxr,VIFP,0.849868822281809
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jp2,UQI,0.9646833075630911
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jxr,PSNR,24.505427241442103
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jpg,UQI,0.9682551385683121
anders-wideskott-57598-unsplash-cropped,30,jpg,20,bpg,SCC,0.3943960196986031
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jp2,SSIM,0.8293259259711991
anders-wideskott-57598-unsplash-cropped,30,jpg,20,bpg,SAM,0.08453383981959538
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jxr,UQI,0.9608344886348988
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jpg,SSIM,0.841530839849915
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jxr,SSIM,0.795021460295962
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jp2,SCC,0.3454035205348342
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jp2,SAM,0.09155006048358838
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jpg,SCC,0.43137234552938764
anders-wideskott-57598-unsplash-cropped,30,jpg,20,jpg,SAM,0.0869570880514875
